3617509247024471,#冰爽开学季 玛雅来献礼#我现在变成抽奖控了 可是没中过额プ2 地址：http://t.cn/z82jD3f,1
3617509532320754,#开学免费送好礼#[耶]期待RP爆发，就让我爆发一次吧  地址：http://t.cn/z8yEapR,1
3617509632732867,[熊猫][熊猫]开学啦 小学生 快乐快乐,0
3617509926686312,#秋季新品宾果开学乐购#有奖转发 @诺小熊一百 @童wwwwwwww @赵红光22  地址：http://t.cn/z8UwCH7,1
3617509028868691,明天小学生就开学了[馋嘴],0
3617509075289987,不晓得怎么回事今天突然想到以前那句＂我不想扛大米＂哈哈哈哈 估计看懂的人也没有几个 但是你@秋逍遥要果断不纠结 肯定懂  要开学了 才想到你要过生日了 本来不想发的 怕你太感动了[嘻嘻][嘻嘻]算了还是发哈子吧  生日快乐！[蛋糕]只要你想的都可以做到！yeah！！！[耶][爱你],0
3617509544412470,看在听日开学的份上...我就破例12点瞓啦...,0
3617509632205380,#95013云号送iPadmini# 开学换号季-95013云号送iPadmini  地址：http://t.cn/z8wBznc,1
3617509653473670,#开学#新学期，新派对，转发有奖赢ipod  地址：http://t.cn/z8wnBFL,1
3617509930322721,#智能家居开学季#我在不停的转发，就让我奖中奖中奖吧，我好期盼能够得到哦，希望在博主这能好运连连  地址：http://t.cn/z84JZW0,1
3617509934796781,现在是放假比开学还睡得早 不科学！好吧 晚安 你好傻逼 再见傻逼！明天的我才是真的我！不是傻逼！哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,0
3617509050118244,开学了我为吗要那么兴奋啊啊啊啊激动耶～ 我在:http://t.cn/z8qXMX5,0
3617508973937765,亲爱的笨笨[害羞] 生日快乐！基本上没有参加过你的生日，不是在外地上学的时候已经开学了，就是在上班了，所以我非常的想吃你的生日蛋糕，快回来请我吃[亲亲] 祝你今年桃花旺旺，十里桃花，灼灼其华，每颗都闪到爆哦！[嘻嘻],0
3617509099480147,分享微活动，惊喜你的生活。&quot;喜迎新学期 狂欢开学季&quot; http://t.cn/z823dpR,1
3617509158922073,是的开学了。,0
3617509238645940,回复@Rebecca7婷婷:我也想啊。我要开学[泪],0
3617509242829387,开学换号季-95013云号送iPadmini不是不可能，只是态度还不是很积极~!~! 地址：http://t.cn/z8wBznc,1
3617509636694888,粉丝回馈十三期开学季，送豪礼祝愿活动圆满成功！哇 地址：http://t.cn/z8wFnZd,1
3617509485391291,#95013云号送iPadmini#开学换号季-95013云号送iPadmini  地址：http://t.cn/z8wBznc,1
3617508966210522,又是新学期哦，每到九月就莫名的开学兴奋症。虽然姐已告别校园一年了，但是还是为@曦子一一 木有毕业的小伙伴雀跃一下吧！吃了心形奶酪心情就会变好，亲爱的，开心起来，有我在，什么都不用怕[爱你],0
3617508969444900,啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈，终于开学了！！！！！！！！！！！！好开心！睡！,0
3617509372620780,#开学那点事儿#有奖转发好活动必须支持，支持！  地址：http://t.cn/z8ANp7i,1
3617509414377233,//@999道私房菜: [给力]New Balance开学前期团购开始！[抱抱]！尽情下单，现价只要188、188、188[good]全网最低价，[花心]买双 送给自己心爱的吧！[心]最后100双，团购地址点击&gt;&gt;【开学聚团购专场】两双包邮 明星同款学生必备男女鞋 附专柜小票,1
3617509913820133,八月再见！九月，你好！那一年，你们再也没有开学！晚安~~,0
3617509393108042,#迎开学季团购王送手机#多多关注！！！支持！！[礼物]  地址：http://t.cn/z8LicDl,1
3617509435826919,今天是乡下人进城的节奏！???? #再 不二就开学了#,0
3617509305316285,三文鱼加奶油[生病]，开学说好去海鲜自助呢，我可以顶起我一头飘逸长发同你一起畅游三文鱼世界,0
3617509519457884,回复@Miss_婧媛又叫小汤圆:猜就是哇，你也快启动开学模式了三？,0
3617509896470925,开学节快乐 我在:http://t.cn/z8qXlC7,0
3617509335139060,“开学”！[haha],0
3617509884180813,发表了博文 《日记 2013.08.31》 - 今天在家呢。傻瓜有没有已经回学校了啊？不知道啊。其实我觉得你应该已经回学校了，因为马上就要开学了啊。希望赶快见到你。今天晚上还看到了一颗流星，我赶快许愿 http://t.cn/z8qXlbN,0
3617509368425356,不熬到深夜，对得起开学吗你。 我在:http://t.cn/z8qXaxu,0
3617509460998960,9月1号，早已不是开学的日子,0
3617509095993123,开学换号季-95013云号送iPadmini强烈支持转发。好活动一定要参加的~! 地址：http://t.cn/z8wBznc,1
3617508990418429,新概念学校12周年校庆月有奖转发赢开学好礼当你能转的时候就不要放弃转，活动太过短暂，今天放弃了明天就不一定能参加！ 地址：http://t.cn/z8G4osc,1
3617509188563868,学大教育开学好礼第二季我要挑战，这个活动，活动就是好 地址：http://t.cn/z8yEapR,1
3617509267564393,【#券搜搜转转转#】：亮白开学季！有奖转发支持，重在参与！00 地址：http://t.cn/z8AyUHm,1
3617509041454419,回复@Lyuqin_lor:唉，开学了,0
3617509049845369,woow~~奖品好给力啊！赶快参加！ &quot;喜迎新学期 狂欢开学季&quot; http://t.cn/z823dpR,1
3617509205082760,九月开学季，抓发营养屋微博赢大礼期待好运呀，哇哈，支持！！！给力活动支持/^_^/ 地址：http://t.cn/z84YRvs,1
3617509859280740,依旧属于我们的九月，不再属于我们的开学季。 我在这里:http://t.cn/z8qXWjt,0
3617509050118283,回复@柯柯柯柯柯喜儿:我说是真的。开学还要买糖给啊思。,0
3617509124647916,哎那些人因为没流量不发照片给我????所以只可以发旧的了??生日快乐死东西??每年生日都是开学却一直怨我不能陪你??放假请你吃东西啦??长大了要好好学习特别是理科生的别这么非主流啊哈哈哈?爱你,0
3617509539922422,面膜敷的我好舒服啊，白白嫩嫩，每年暑假毁了两个月的脸，要开学两周就补回来，压力很大啊。。@Jessica找到男神了 @啦花花花,0
3617509557215933,#冰爽开学季 玛雅来献礼#又是一段幸福的时光，又是一次真诚地祝福!没有华丽的辞藻，但我的努力和坚持希望你们看得见。我要成为你们的忠实粉儿永远支持gxp 地址：http://t.cn/z82jD3f,1
3617508953624928,那些想进办法在家蹭呀蹭舍不得离开家不愿开学的。你们特么知道我多想和你们换么。我擦读书是件多么美好的事当年我怎么不明白！,0
3617509322094974,#冰爽开学季玛雅来献礼#我是一个知足常乐的人，我期待着生活中的小惊喜。[给力]  地址：http://t.cn/z82jD3f,1
3617509460999144,#95013云号送iPadmini#开学换号季-95013云号送iPadmini  地址：http://t.cn/z8wBznc,1
3617509456803546,缤纷开学季，好礼送不停期待期待！！  地址：http://t.cn/z821cKc,1
3617509544906681,哎又要开学了真烦恼,0
3617509007495073,回复@B-彼岸花开:还有就是 我比你惨 你见过他妈的狗日的领导把你上报的教材改了而你在不知情的情况下对着旧的教材做了一整套的教案课件课程进度表课程设计等等等等 到头来一句道歉不说 还要强调说开学要检查,0
3617509360310752,晒#开学那点事儿# 赢超酷智能手机有一种目光叫关注，有一种参与叫转发 地址：http://t.cn/z8ANp7i,1
3617509452129451,#冰爽开学季玛雅来献礼#有奖转发有奖转发来参加活动哦O(∩_∩)O谢谢，好活动和大家一起来分享(*^__^*) 嘻嘻……  地址：http://t.cn/z82jD3f,1
3617509754675246,九月你好 开学的人儿加油 实习的我也加油！,0
3617509200875703,可恶的痘痘总待在我脸上，要开学了，叫我情何以堪啊。[抓狂][抓狂][害羞][害羞][害羞],0
3617509184093525,晒#开学那点事儿# 赢超酷智能手机我很喜欢这个活动，真的很想哦，给我吧GXP 地址：http://t.cn/z8ANp7i,1
3617509497975471,粉丝回馈十三期开学季，送豪礼鼎力支持！！ 地址：http://t.cn/z8wFnZd,1
3617509548311595,#95013云号送iPadmini#开学换号季-95013云号送iPadmini  地址：http://t.cn/z8wBznc,1
3617509879986024,9.1开学顺利?? 我在:http://t.cn/z8qXlZJ,0
3617509255153021,粉丝回馈十三期开学季，送豪礼完全拼运气啊！支持....# 地址：http://t.cn/z8wFnZd,1
3617509674963371,钰奶 祝你福如东海 寿比南山 ??生日快乐 开学快乐[哈哈]这个日子我就上张私图 @Cassie_K ,0
3617509083680837,放假最后一晚你跟我一起睡，如今开学第一晚还是如此[哈哈]@佘妙漩 第一次算陌生人，这次应该不是吧！[哈哈],0
3617509050118049,#那些年从动物园逃跑出来的骚年#  感谢那堆丫友~   开学了。。想回学校一遍，想去假日广场一遍。。还有好多好多 ....   上一年有你们的每天都热闹的像个节日。@Hobbyha @米苏-Penny @凝望sunshine @罐头鱼007 @十非 @小福918 @Yorineha,0
3617509742089825,#开学那点事儿#参加活动的方式很简单，点点鼠标就实现  地址：http://t.cn/z8ANp7i,1
3617509670767500,还是宿舍阳台吹风费电池，快成每天的固定项目了。现在就是每天刷新看有没有消息，微博微信空间人人，甚至连早就卸了的陌陌都又装上各种刷新，刷新两次还是果断卸，这么下去流量怎么够……就快开学了，一点期待都没有，这是往废柴的道路上又迈出一大步了么，生活不能过的这么颓啊喂……有点冷，上床躺了,0
3617509825718044,#95013云号送iPadmini#开学换号季-95013云号送iPadmini  地址：http://t.cn/z8wBznc,1
3617509092072102,回复@穆穆穆晴不爱听谎言:都开学10天了哎，,0
3617509205082968,搜狗搜索开学季——你住宿，我买单！心平如境是一种修养，顺其自然是一种超脱，希望这次活动会被幸运！.!. 地址：http://t.cn/z8AxeEk,1
3617509763066907,她暗恋他两年，。他总是拿她开玩笑。毕业将至，她偷看了他的志愿表，填上了同一间大学。后来，他改了志愿，填了女孩最喜欢的大学。开学了，发现学校并没有她，他通过了很多关系转到了女孩所在的学校，而她却以为男孩故意逃避她，跟随父母出了国。“傻瓜，我一直喜欢你，为什么我们总是错过。”,0
3617509779569350,真的要开学了！难得坐了次南方之强的校车昂~授人以鱼永不及授人以渔，即便再多的经验都不能代替她走过人生。一个人睡觉一个人散步一个人玩电脑的时间好漫长又无聊。对于新生来说此刻是新人生的大门洞开，未来闪闪发亮正在甜甜微笑向你招手！那就好好享受吧！#我怀念的，统统变成过去#,0
3617509658182331,开学换号季-95013云号送iPadmini支持了，每天的心情又不一样，感觉亲切和熟悉了很多の 地址：http://t.cn/z8wBznc,1
3617509058235713,因为要开学。。。重点还考试！！！,0
3617509800546724,飞young总动员 开学赢好礼求好运求人品爆发 地址：http://t.cn/z828YfI,1
3617508962015021,缤纷开学季，好礼送不停让我们关注身边的每一条有意义的微博。.!. 地址：http://t.cn/z821cKc,1
3617509578192930,致我们终将逝去的暑假，九月开学季，带上平板返校吧！普耐尔平板携手京东祝莘莘学子学业顺利！普耐尔超薄四核平板MOMOMini九月感恩价699（16G版超大容量）！[bm可爱]@云游苍穹_ @未经琉璃世俗 @爱上自驾游的hellokitty ,1
3617509720834724,#一句话回忆开学第一天# 来看看吧，因为活动很好，太给力喽  地址：http://t.cn/z84Djwu,1
3617509720293733,刚开学怎么就得罪了[挖鼻屎],0
3617509020478302,#开学倒计时#[笑哈哈]坚持抽奖 我肯定会中的 相信老天是公平的。  地址：http://t.cn/z8wFHl1,1
3617509033063347,回复@真轩辕剑:话说，开学第一周的周末有空么，和基友撸香霖堂来着，在大宁,0
3617508982719957,开学换号季-95013云号送iPadmini期待哦！希望幸运之神眷顾我，来个大奖！大大滴！~!~! 地址：http://t.cn/z8wBznc,1
3617509079211794,今天就要开学了[泪],0
3617509754675760,学大教育开学好礼第二季多转才行。期待好运 地址：http://t.cn/z8yEapR,1
3617509796629406,迎开学季，团购王送手机！辛苦的努力会换来勤奋的果实！ 地址：http://t.cn/z8LicDl,1
3617509263543977,9月1日。   已到来。开学之日！,0
3617509573479794,呀，，，开学了，，，小伙伴们是不是都是这样的表情[挖鼻屎],0
3617509058508893,鹿爷，开学前最后一次的晚安〒_〒鹿爷保佑我在学校过的好吧！祝好梦～,0
